,0
0,17.009
1,21.092
2,19.954
3,16.644
4,23.548
5,15.845
6,18.024
7,18.585
8,17.449
9,20.506
10,17.584
11,19.56
12,16.467
13,20.619
14,13.613
15,23.652
16,13.439
17,12.721
18,16.986
19,17.113
20,15.496
21,20.573
22,23.107
23,17.081
24,19.471
