,0
0,12.584
1,14.363
2,16.439
3,15.006
4,18.635
5,19.438
6,15.119
7,22.181
8,21.768
9,21.038
10,20.294
11,17.209
12,18.932
13,22.044
14,19.58
15,21.599
16,14.613
17,15.965
18,17.508
19,15.585
20,21.057
21,16.405
22,16.042
23,17.24
24,19.166
